,ID,Label,Count,Year Range
416,statistical analysis (2005-2009),statistical analysis (2005-2009),1875,2005-2009
417,machine learning (2000-2004),machine learning (2000-2004),1873,2000-2004
418,monte carlo (2005-2009),monte carlo (2005-2009),1872,2005-2009
419,existing techniques (2010-2014),existing techniques (2010-2014),1872,2010-2014
420,findings suggest (2010-2014),findings suggest (2010-2014),1871,2010-2014
421,optimization problems (2015-2017),optimization problems (2015-2017),1869,2015-2017
422,real world (2000-2004),real world (2000-2004),1867,2000-2004
423,recent studies (2010-2014),recent studies (2010-2014),1863,2010-2014
424,performance improvement (2005-2009),performance improvement (2005-2009),1860,2005-2009
425,cellular networks (2015-2017),cellular networks (2015-2017),1859,2015-2017
426,open source (2015-2017),open source (2015-2017),1858,2015-2017
427,main idea (2010-2014),main idea (2010-2014),1857,2010-2014
428,dimensionality reduction (2010-2014),dimensionality reduction (2010-2014),1849,2010-2014
429,sensitivity analysis (2010-2014),sensitivity analysis (2010-2014),1849,2010-2014
430,search engine (2010-2014),search engine (2010-2014),1847,2010-2014
431,comparative analysis (2010-2014),comparative analysis (2010-2014),1847,2010-2014
432,previous works (2005-2009),previous works (2005-2009),1843,2005-2009
433,main goal (2010-2014),main goal (2010-2014),1840,2010-2014
434,clustering algorithm (2005-2009),clustering algorithm (2005-2009),1835,2005-2009
435,optimization algorithm (2010-2014),optimization algorithm (2010-2014),1834,2010-2014
436,times faster (2010-2014),times faster (2010-2014),1828,2010-2014
437,computational efficiency (2010-2014),computational efficiency (2010-2014),1827,2010-2014
438,empirical results (2005-2009),empirical results (2005-2009),1825,2005-2009
439,finite element (2015-2017),finite element (2015-2017),1823,2015-2017
440,statistically significant (2010-2014),statistically significant (2010-2014),1822,2010-2014
441,performance metrics (2010-2014),performance metrics (2010-2014),1821,2010-2014
442,lessons learned (2010-2014),lessons learned (2010-2014),1820,2010-2014
443,information technology (2000-2004),information technology (2000-2004),1818,2000-2004
444,grid computing (2005-2009),grid computing (2005-2009),1817,2005-2009
445,special cases (2005-2009),special cases (2005-2009),1815,2005-2009
446,computer simulation (2010-2014),computer simulation (2010-2014),1815,2010-2014
447,knowledge management (2010-2014),knowledge management (2010-2014),1811,2010-2014
448,base stations (2010-2014),base stations (2010-2014),1810,2010-2014
449,reasoning about (2010-2014),reasoning about (2010-2014),1806,2010-2014
450,user experience (2015-2017),user experience (2015-2017),1806,2015-2017
451,mathematical model (2015-2017),mathematical model (2015-2017),1799,2015-2017
452,fault tolerance (2005-2009),fault tolerance (2005-2009),1798,2005-2009
453,power system (2010-2014),power system (2010-2014),1797,2010-2014
454,object recognition (2010-2014),object recognition (2010-2014),1794,2010-2014
455,closed form (2010-2014),closed form (2010-2014),1792,2010-2014
456,network performance (2005-2009),network performance (2005-2009),1787,2005-2009
457,image data (2010-2014),image data (2010-2014),1782,2010-2014
458,supply chain (2005-2009),supply chain (2005-2009),1778,2005-2009
459,promising results (2015-2017),promising results (2015-2017),1777,2015-2017
460,significantly improve (2015-2017),significantly improve (2015-2017),1766,2015-2017
461,increasingly important (2005-2009),increasingly important (2005-2009),1765,2005-2009
462,decision tree (2010-2014),decision tree (2010-2014),1755,2010-2014
463,power control (2010-2014),power control (2010-2014),1752,2010-2014
464,learning algorithm (2005-2009),learning algorithm (2005-2009),1745,2005-2009
465,intrusion detection (2005-2009),intrusion detection (2005-2009),1745,2005-2009
466,ad hoc (2015-2017),ad hoc (2015-2017),1744,2015-2017
467,random variables (2010-2014),random variables (2010-2014),1743,2010-2014
468,optimal control (2015-2017),optimal control (2015-2017),1743,2015-2017
469,development process (2010-2014),development process (2010-2014),1742,2010-2014
470,control systems (2010-2014),control systems (2010-2014),1742,2010-2014
471,ubiquitous computing (2005-2009),ubiquitous computing (2005-2009),1739,2005-2009
472,training set (2005-2009),training set (2005-2009),1737,2005-2009
473,special case (2015-2017),special case (2015-2017),1732,2015-2017
474,use case (2010-2014),use case (2010-2014),1731,2010-2014
475,second order (2010-2014),second order (2010-2014),1731,2010-2014
476,data transmission (2010-2014),data transmission (2010-2014),1731,2010-2014
477,shortest path (2010-2014),shortest path (2010-2014),1730,2010-2014
478,recommender systems (2010-2014),recommender systems (2010-2014),1728,2010-2014
479,time domain (2010-2014),time domain (2010-2014),1728,2010-2014
480,kalman filter (2010-2014),kalman filter (2010-2014),1725,2010-2014
481,virtual machine (2010-2014),virtual machine (2010-2014),1723,2010-2014
482,previous methods (2010-2014),previous methods (2010-2014),1720,2010-2014
483,efficient algorithms (2010-2014),efficient algorithms (2010-2014),1718,2010-2014
484,open problem (2010-2014),open problem (2010-2014),1717,2010-2014
485,worst case (2005-2009),worst case (2005-2009),1716,2005-2009
486,dynamical systems (2010-2014),dynamical systems (2010-2014),1716,2010-2014
487,search engine (2005-2009),search engine (2005-2009),1708,2005-2009
488,recent advances (2015-2017),recent advances (2015-2017),1707,2015-2017
489,wireless communications (2010-2014),wireless communications (2010-2014),1706,2010-2014
490,main contribution (2015-2017),main contribution (2015-2017),1704,2015-2017
491,mutual information (2005-2009),mutual information (2005-2009),1703,2005-2009
492,previous research (2005-2009),previous research (2005-2009),1701,2005-2009
493,starting point (2010-2014),starting point (2010-2014),1698,2010-2014
494,real life (2010-2014),real life (2010-2014),1697,2010-2014
495,stability analysis (2010-2014),stability analysis (2010-2014),1697,2010-2014
496,linear regression (2010-2014),linear regression (2010-2014),1694,2010-2014
497,business process (2005-2009),business process (2005-2009),1693,2005-2009
498,united states (2010-2014),united states (2010-2014),1692,2010-2014
499,genetic algorithms (2000-2004),genetic algorithms (2000-2004),1690,2000-2004
500,cost function (2015-2017),cost function (2015-2017),1690,2015-2017
501,control strategy (2010-2014),control strategy (2010-2014),1689,2010-2014
502,prior knowledge (2015-2017),prior knowledge (2015-2017),1688,2015-2017
503,successfully applied (2005-2009),successfully applied (2005-2009),1682,2005-2009
504,general purpose (2010-2014),general purpose (2010-2014),1682,2010-2014
505,higher order (2010-2014),higher order (2010-2014),1682,2010-2014
506,scheduling algorithm (2010-2014),scheduling algorithm (2010-2014),1677,2010-2014
507,programming language (2005-2009),programming language (2005-2009),1675,2005-2009
508,search space (2015-2017),search space (2015-2017),1675,2015-2017
509,service providers (2015-2017),service providers (2015-2017),1674,2015-2017
510,control scheme (2010-2014),control scheme (2010-2014),1673,2010-2014
511,natural language (2000-2004),natural language (2000-2004),1671,2000-2004
512,relevant information (2010-2014),relevant information (2010-2014),1671,2010-2014
513,parameter estimation (2005-2009),parameter estimation (2005-2009),1669,2005-2009
514,network lifetime (2010-2014),network lifetime (2010-2014),1669,2010-2014
515,data acquisition (2010-2014),data acquisition (2010-2014),1664,2010-2014
516,global optimization (2010-2014),global optimization (2010-2014),1663,2010-2014
517,finite element (2005-2009),finite element (2005-2009),1662,2005-2009
518,distributed computing (2010-2014),distributed computing (2010-2014),1657,2010-2014
519,next generation (2015-2017),next generation (2015-2017),1654,2015-2017
520,theoretical framework (2010-2014),theoretical framework (2010-2014),1653,2010-2014
521,web search (2010-2014),web search (2010-2014),1653,2010-2014
522,quality of service qos (2015-2017),quality of service qos (2015-2017),1653,2015-2017
523,open source (2005-2009),open source (2005-2009),1652,2005-2009
524,power consumption (2000-2004),power consumption (2000-2004),1649,2000-2004
525,software engineering (2015-2017),software engineering (2015-2017),1646,2015-2017
526,instrumentation engineers spie downloading of (2010-2014),instrumentation engineers spie downloading of (2010-2014),1644,2010-2014
527,sufficient condition (2005-2009),sufficient condition (2005-2009),1642,2005-2009
528,social networks (2005-2009),social networks (2005-2009),1641,2005-2009
529,linear combination (2010-2014),linear combination (2010-2014),1639,2010-2014
530,game theory (2010-2014),game theory (2010-2014),1638,2010-2014
531,differential equations (2010-2014),differential equations (2010-2014),1637,2010-2014
532,empirical studies (2010-2014),empirical studies (2010-2014),1637,2010-2014
533,standard deviation (2010-2014),standard deviation (2010-2014),1636,2010-2014
534,covariance matrix (2010-2014),covariance matrix (2010-2014),1633,2010-2014
535,resource management (2010-2014),resource management (2010-2014),1630,2010-2014
536,boundary conditions (2010-2014),boundary conditions (2010-2014),1627,2010-2014
537,domain knowledge (2010-2014),domain knowledge (2010-2014),1626,2010-2014
538,extensive simulations (2005-2009),extensive simulations (2005-2009),1624,2005-2009
539,analytical results (2005-2009),analytical results (2005-2009),1622,2005-2009
540,evolutionary algorithms (2005-2009),evolutionary algorithms (2005-2009),1621,2005-2009
541,application domains (2010-2014),application domains (2010-2014),1621,2010-2014
542,intrusion detection (2010-2014),intrusion detection (2010-2014),1621,2010-2014
543,similarity measure (2010-2014),similarity measure (2010-2014),1618,2010-2014
544,virtual reality (2010-2014),virtual reality (2010-2014),1611,2010-2014
545,complex systems (2005-2009),complex systems (2005-2009),1610,2005-2009
546,existing algorithms (2005-2009),existing algorithms (2005-2009),1609,2005-2009
547,practical applications (2005-2009),practical applications (2005-2009),1608,2005-2009
548,feature space (2005-2009),feature space (2005-2009),1607,2005-2009
549,computer science (2000-2004),computer science (2000-2004),1606,2000-2004
550,improve performance (2010-2014),improve performance (2010-2014),1605,2010-2014
551,existing solutions (2010-2014),existing solutions (2010-2014),1605,2010-2014
552,probability distribution (2005-2009),probability distribution (2005-2009),1602,2005-2009
553,combinatorial optimization (2010-2014),combinatorial optimization (2010-2014),1599,2010-2014
554,performance measures (2010-2014),performance measures (2010-2014),1598,2010-2014
555,network performance (2015-2017),network performance (2015-2017),1598,2015-2017
556,least squares (2010-2014),least squares (2010-2014),1596,2010-2014
557,mobile phones (2005-2009),mobile phones (2005-2009),1594,2005-2009
558,significantly reduces (2010-2014),significantly reduces (2010-2014),1594,2010-2014
559,simulated annealing (2010-2014),simulated annealing (2010-2014),1592,2010-2014
560,approximation algorithm (2005-2009),approximation algorithm (2005-2009),1590,2005-2009
561,image retrieval (2010-2014),image retrieval (2010-2014),1587,2010-2014
562,user interfaces (2010-2014),user interfaces (2010-2014),1587,2010-2014
563,detailed analysis (2010-2014),detailed analysis (2010-2014),1585,2010-2014
564,significantly reduced (2010-2014),significantly reduced (2010-2014),1582,2010-2014
565,distributed computing (2005-2009),distributed computing (2005-2009),1581,2005-2009
566,nash equilibrium (2010-2014),nash equilibrium (2010-2014),1581,2010-2014
567,higher level (2010-2014),higher level (2010-2014),1580,2010-2014
568,quantitative analysis (2010-2014),quantitative analysis (2010-2014),1579,2010-2014
569,recent advances (2005-2009),recent advances (2005-2009),1578,2005-2009
570,genetic algorithm ga (2005-2009),genetic algorithm ga (2005-2009),1578,2005-2009
571,current research (2010-2014),current research (2010-2014),1578,2010-2014
572,operating systems (2010-2014),operating systems (2010-2014),1578,2010-2014
573,iterative algorithm (2010-2014),iterative algorithm (2010-2014),1578,2010-2014
574,optimal control (2005-2009),optimal control (2005-2009),1576,2005-2009
575,authors propose (2010-2014),authors propose (2010-2014),1576,2010-2014
576,previous approaches (2005-2009),previous approaches (2005-2009),1575,2005-2009
577,signal processing (2000-2004),signal processing (2000-2004),1574,2000-2004
578,closely related (2005-2009),closely related (2005-2009),1574,2005-2009
